"","Unnamed: 0","Unnamed: 0.1","steam_appid","categories","genres","header_image","short_description","name","developer","publisher","price","ccu","score","Tags","Steam Page"
"36","36","36","444200","['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'In-App Purchases']","Action","https://cdn.akamai.steamstatic.com/steam/apps/444200/header.jpg?t=1657792741","All month long, participate in events and follow the heroes of the Once Upon a Time in July comics!","World of Tanks Blitz","Wargaming Group Limited","Wargaming Group Limited","0","28911","80","Tanks, planes, war, fire, sky, clouds, fields, weapon, rackets","https://store.steampowered.com/app/444200"
"37","37","37","251570","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Includes level editor', 'Remote Play on Tablet', 'Remote Play on TV']","Action","https://cdn.akamai.steamstatic.com/steam/apps/251570/header.jpg?t=1650477344","7 Days to Die is an open-world game that is a unique combination of first-person shooter, survival horror, tower defense, and role-playing games. Play the definitive zombie survival sandbox RPG that came first. Navezgane awaits!","7 Days to Die","The Fun Pimps","The Fun Pimps Entertainment LLC","2499","28277","88","Survival, Zombies, Open World, Multiplayer, Open World Survival Craft, Voxel, Post apocalyptic, Base Building, Online Co Op, Exploration, Building, Sandbox, Simulation, FPS, Strategy, Character Customization, Action, Tower Defense, Procedural Generation, Early Access","https://store.steampowered.com/app/251570"
"38","38","38","322330","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV']","Adventure","https://cdn.akamai.steamstatic.com/steam/apps/322330/header_alt_assets_31.jpg?t=1656607265","Fight, Farm, Build and Explore Together in the standalone multiplayer expansion to the uncompromising wilderness survival game, Don't Starve.","Don't Starve Together","Klei Entertainment","Klei Entertainment","1499","27625","83","Survival, Open World Survival Craft, Multiplayer, Co op, Open World, Adventure, Crafting, Online Co Op, Sandbox, Difficult, Indie, 2D, Atmospheric, Funny, Survival Horror, Strategy, Horror, Singleplayer, Action, Roguelike","https://store.steampowered.com/app/322330"
"39","39","39","108600","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'Partial Controller Support', 'Remote Play Together']","Indie","https://cdn.akamai.steamstatic.com/steam/apps/108600/header.jpg?t=1655867638","Project Zomboid is the ultimate in zombie survival. Alone or in MP: you loot, build, craft, fight, farm and fish in a struggle to survive. A hardcore RPG skillset, a vast map, massively customisable sandbox and a cute tutorial raccoon await the unwary. So how will you die? All it takes is a bite..","Project Zomboid","The Indie Stone","The Indie Stone","1999","26364","92","Survival, Zombies, Open World, Open World Survival Craft, Multiplayer, Sandbox, Post apocalyptic, Co op, Crafting, Indie, Simulation, Building, RPG, Survival Horror, Realistic, Isometric, Singleplayer, 2D, Early Access, Adventure","https://store.steampowered.com/app/108600"
"40","40","40","294100","['Single-player', 'Steam Workshop', 'Steam Cloud', 'Remote Play on Tablet']","Indie","https://cdn.akamai.steamstatic.com/steam/apps/294100/header.jpg?t=1650485223","A sci-fi colony sim driven by an intelligent AI storyteller. Generates stories by simulating psychology, ecology, gunplay, melee combat, climate, biomes, diplomacy, interpersonal relationships, art, medicine, trade, and more.","RimWorld","Ludeon Studios","Ludeon Studios","3499","25730","87","Colony Sim, Base Building, Survival, Strategy, Sandbox, Management, Building, Simulation, Singleplayer, City Builder, Moddable, Open World, Procedural Generation, 2D, Sci fi, Indie, Space, Tactical RPG, Western, Cartoony","https://store.steampowered.com/app/294100"
"41","41","41","1174180","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'In-App Purchases', 'Partial Controller Support', 'Remote Play on Phone', 'Remote Play on Tablet']","Action","https://cdn.akamai.steamstatic.com/steam/apps/1174180/header.jpg?t=1656615305","Winner of over 175 Game of the Year Awards and recipient of over 250 perfect scores, RDR2 is the epic tale of outlaw Arthur Morgan and the infamous Van der Linde gang, on the run across America at the dawn of the modern age. Also includes access to the shared living world of Red Dead Online.","Red Dead Redemption 2","Rockstar Games","Rockstar Games","5999","25663","93","Open World, Story Rich, Western, Adventure, Action, Multiplayer, Realistic, Singleplayer, Shooter, Atmospheric, Horses, Beautiful, Third Person Shooter, Mature, Great Soundtrack, Third Person, Sandbox, Gore, First Person, FPS","https://store.steampowered.com/app/1174180"
"42","42","42","1677740","['Multi-player', 'PvP', 'Online PvP', 'Cross-Platform Multiplayer', 'In-App Purchases', 'Partial Controller Support']","Action","https://cdn.akamai.steamstatic.com/steam/apps/1677740/header.jpg?t=1650527635","Race through obstacle courses against up to 32 players online. Run, jump and dash to the finish line until the best player takes the crown!","Stumble Guys","Kitka Games","Kitka Games","0","24811","90","Free to Play, Multiplayer, Action, Casual, 3D, Battle Royale, 3D Platformer, Colorful, Family Friendly, Cute, Cartoony, Nudity, Character Customization, Racing, Massively Multiplayer, PvP, Funny, Physics, Comedy, Indie","https://store.steampowered.com/app/1677740"
"43","43","43","892970","['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Full controller support', 'Steam Cloud', 'Remote Play on Tablet']","Action","https://cdn.akamai.steamstatic.com/steam/apps/892970/header.jpg?t=1647939640","A brutal exploration and survival game for 1-10 players, set in a procedurally-generated purgatory inspired by viking culture. Battle, build, and conquer your way to a saga worthy of Odin’s patronage!","Valheim","Iron Gate AB","Coffee Stain Publishing","1999","24515","95","Open World Survival Craft, Survival, Online Co Op, Open World, Multiplayer, Building, Crafting, Exploration, Base Building, Co op, Sandbox, Adventure, Mythology, RPG, Early Access, Action, PvE, Indie, Singleplayer, Third Person","https://store.steampowered.com/app/892970"
"44","44","44","1418630","['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Cloud', 'Valve Anti-Cheat enabled']","Action","https://cdn.akamai.steamstatic.com/steam/apps/1418630/header.jpg?t=1656500054","A game of survival and betrayal. Eight Explorers path their ship through the unforgiving Arctic. Among the crew, two traitors call on dark powers to undermine them.","Dread Hunger","Dread Hunger Team","Digital Confectioners","2999","24173","61","Multiplayer, Survival, Online Co Op, Social Deduction, Co op, Horror, Psychological, PvP, Team Based, Strategy, Gore, Indie, Funny, Action, Difficult, First Person, Dark, Adventure, Blood, Atmospheric","https://store.steampowered.com/app/1418630"
"45","45","45","236850","['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']","Simulation","https://cdn.akamai.steamstatic.com/steam/apps/236850/header.jpg?t=1653383580","Europa Universalis IV gives you control of a nation through four dramatic centuries. Rule your land and dominate the world with unparalleled freedom, depth and historical accuracy. Write a new history of the world and build an empire for the ages.","Europa Universalis IV","Paradox Development Studio, Paradox Tinto","Paradox Interactive","3999","23860","87","Grand Strategy, Historical, Simulation, Alternate History, Economy, Military, Strategy, Sandbox, Political, Diplomacy, Real Time with Pause, Moddable, Replay Value, Nonlinear, Singleplayer, Management, Multiplayer, Resource Management, Education, Great Soundtrack","https://store.steampowered.com/app/236850"
"46","46","46","582010","['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Remote Play on Tablet']","Action","https://cdn.akamai.steamstatic.com/steam/apps/582010/header.jpg?t=1644281885","Welcome to a new world! In Monster Hunter: World, the latest installment in the series, you can enjoy the ultimate hunting experience, using everything at your disposal to hunt monsters in a new world teeming with surprises and excitement.","Monster Hunter: World","CAPCOM Co., Ltd.","CAPCOM Co., Ltd.","2999","23366","88","Co op, Multiplayer, Action, Open World, RPG, Third Person, Character Customization, Adventure, Fantasy, Difficult, Singleplayer, Action RPG, Exploration, Great Soundtrack, Replay Value, Atmospheric, Hack and Slash, JRPG, Souls like, MMORPG","https://store.steampowered.com/app/582010"
"47","47","47","377160","['Solo', 'Succès Steam', 'Compat. contrôleurs complète', 'Steam Cloud', 'Remote Play sur téléphone', 'Remote Play sur tablette', 'Remote Play sur télévision']","RPG","https://cdn.akamai.steamstatic.com/steam/apps/377160/header.jpg?t=1650909928","Bethesda Game Studios, studio de développement maintes fois récompensé à l'origine de Fallout 3 et de The Elder Scrolls V: Skyrim, vous invite à découvrir Fallout 4, leur titre le plus ambitieux à ce jour incarnant la nouvelle génération du jeu en monde ouvert.","Fallout 4","Bethesda Game Studios","Bethesda Softworks","1999","22827","84","Open World, Post apocalyptic, Singleplayer, Exploration, RPG, Adventure, Atmospheric, Shooter, First Person, Story Rich, Action, Sci fi, FPS, Action RPG, Sandbox, Great Soundtrack, Third Person, Survival, Third Person Shooter, Character Customization","https://store.steampowered.com/app/377160"
"48","48","48","306130","['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Trading Cards', 'Captions available', 'In-App Purchases', 'Partial Controller Support']","Action","https://cdn.akamai.steamstatic.com/steam/apps/306130/header.jpg?t=1655833559","Join over 20 million players in the award-winning online multiplayer RPG and experience limitless adventure in a persistent Elder Scrolls world. Battle, craft, steal, or explore, and combine different types of equipment and abilities to create your own style of play. No game subscription required.","The Elder Scrolls Online","ZeniMax Online Studios","Bethesda Softworks","1999","22760","80","RPG, MMORPG, Open World, Adventure, Fantasy, Exploration, Multiplayer, Singleplayer, Massively Multiplayer, Action, PvP, Character Customization, PvE, Lore Rich, Choose Your Own Adventure, Story Rich, Magic, Class Based, Action RPG, Atmospheric","https://store.steampowered.com/app/306130"
"49","49","49","8930","['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Tablet']","Strategy","https://cdn.akamai.steamstatic.com/steam/apps/8930/header.jpg?t=1579731804","Create, discover, and download new player-created maps, scenarios, interfaces, and more!","Sid Meier's Civilization V","Firaxis Games, Aspyr (Mac), Aspyr (Linux)","2K, Aspyr (Mac), Aspyr (Linux)","2999","22333","90","Turn Based Strategy, Strategy, Turn Based, Multiplayer, Historical, 4X, Addictive, Singleplayer, Hex Grid, Grand Strategy, Replay Value, Co op, Tactical, Economy, Diplomacy, Moddable, Simulation, Classic, Great Soundtrack, Touch Friendly","https://store.steampowered.com/app/8930"
"50","50","50","550","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Includes Source SDK', 'Commentary available', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together']","Action","https://cdn.akamai.steamstatic.com/steam/apps/550/header.jpg?t=1657220736","Set in the zombie apocalypse, Left 4 Dead 2 (L4D2) is the highly anticipated sequel to the award-winning Left 4 Dead, the #1 co-op game of 2008. This co-operative action horror FPS takes you and your friends through the cities, swamps and cemeteries of the Deep South, from Savannah to New Orleans across five expansive campaigns.","Left 4 Dead 2","Valve","Valve","999","22133","89","Zombies, Co op, FPS, Multiplayer, Shooter, Online Co Op, Action, Survival, Horror, First Person, Gore, Team Based, Moddable, Survival Horror, Post apocalyptic, Singleplayer, Adventure, Local Co Op, Replay Value, Tactical","https://store.steampowered.com/app/550"
"51","51","51","1222670","['Single-player', 'Steam Trading Cards', 'Remote Play on Tablet']","Casual","https://cdn.akamai.steamstatic.com/steam/apps/1222670/header.jpg?t=1657912698","Play with life and discover the possibilities. Unleash your imagination and create a world of Sims that’s wholly unique. Explore and customize every detail from Sims to homes–and much more.","The Sims 4","Maxis","Electronic Arts","1999","21986","87","Free to Play, Life Sim, Character Customization, Building, Sandbox, Romance, Singleplayer, Immersive Sim, Simulation, Dating Sim, Cute, Relaxing, Casual, Funny, Realistic, Family Friendly, Adventure, Cartoony, Multiplayer, Fantasy","https://store.steampowered.com/app/1222670"
"52","52","52","255710","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Includes level editor', 'Remote Play on Tablet']","Simulation","https://cdn.akamai.steamstatic.com/steam/apps/255710/header.jpg?t=1654076112","Cities: Skylines is a modern take on the classic city simulation. The game introduces new game play elements to realize the thrill and hardships of creating and maintaining a real city whilst expanding on some well-established tropes of the city building experience.","Cities: Skylines","Colossal Order Ltd.","Paradox Interactive","2999","21190","85","City Builder, Simulation, Building, Management, Strategy, Sandbox, Singleplayer, Moddable, Economy, Resource Management, Mod, Realistic, Replay Value, Casual, Modern, Real Time with Pause, Family Friendly, Great Soundtrack, Funny, Action","https://store.steampowered.com/app/255710"
